0	0	1005	0	0	0	0	720		
0	12	1005	12	12	0	12	720		
0	24	1005	24	24	0	24	720		
0	36	1005	36	36	0	36	720		
0	48	1005	48	48	0	48	720		
0	60	1005	60	60	0	60	720		
0	72	1005	72	72	0	72	720		
0	84	1005	84	84	0	84	720		
0	96	1005	96	96	0	96	720		
0	108	1005	108	108	0	108	720		
0	120	1005	120	120	0	120	720	500	120
0	132	1005	132	132	0	132	720	500	132
0	144	1005	144	144	0	144	720	500	144
0	156	1005	156	156	0	156	720	500	156
0	168	1005	168	168	0	168	720	500	168
0	180	1005	180	180	0	180	720	500	180
0	192	1005	192	192	0	192	720	500	192
0	204	1005	204	204	0	204	720	500	204
0	216	1005	216	216	0	216	720	500	216
0	228	1005	228	228	0	228	720	500	228
0	240	1005	240	240	0	240	720	500	240
0	252	1005	252	252	0	252	720	500	252
0	264	1005	264	264	0	264	720	500	264
0	276	1005	276	276	0	276	720	500	276
0	288	1005	288	288	0	288	720	500	288
0	300	1005	300	300	0	300	720	500	300
0	312	1005	312	312	0	312	720	500	312
0	324	1005	324	324	0	324	720	500	324
0	336	1005	336	336	0	336	720	500	336
0	348	1005	348	348	0	348	720	500	348
0	360	1005	360	360	0	360	720	500	360
0	372	1005	372	372	0	372	720	500	372
0	384	1005	384	384	0	384	720	500	384
0	396	1005	396	396	0	396	720	500	396
0	408	1005	408	408	0	408	720	500	408
0	420	1005	420	420	0	420	720	500	420
0	432	1005	432	432	0	432	720	500	432
0	444	1005	444	444	0	444	720	500	444
0	456	1005	456	456	0	456	720	500	456
0	468	1005	468	468	0	468	720	500	468
0	480	1005	480	480	0	480	720	500	480
0	492	1005	492	492	0	492	720	500	492
0	504	1005	504	504	0	504	720	500	504
0	516	1005	516	516	0	516	720	500	516
0	528	1005	528	528	0	528	720	500	528
0	540	1005	540	540	0	540	720	500	540
0	552	1005	552	552	0	552	720	500	552
0	564	1005	564	564	0	564	720	500	564
0	576	1005	576	576	0	576	720	500	576
0	588	1005	588	588	0	588	720	500	588
0	600	1005	600	600	0	600	720	500	600
0	612	1005	612	612	0	612	720	500	612
0	624	1005	624	624	0	624	720	500	624
0	636	1005	636	636	0	636	720	500	636
0	648	1005	648	648	0	648	720		
0	660	1005	660	660	0	660	720		
0	672	1005	672	672	0	672	720		
0	684	1005	684	684	0	684	720		
0	696	1005	696	696	0	696	720		
0	708	1005	708	708	0	708	720		
0	720	1005	720	720	0	720	720		
0	732	1005	732	732	0	732	720		
0	744	1005	744	744	0	744	720		
0	756	1005	756	756	0	756	720		
				768	0	768	720		
				780	0	780	720		
				792	0	792	720		
				804	0	804	720		
				816	0	816	720		
				828	0	828	720		
				840	0	840	720		
				852	0	852	720		
				864	0	864	720		
				876	0	876	720		
				888	0	888	720		
				900	0	900	720		
				912	0	912	720		
				924	0	924	720		
				936	0	936	720		
				948	0	948	720		
				960	0	960	720		
				972	0	972	720		
				984	0	984	720		
				996	0	996	720		
				1008	0	1008	720		
				1020	0	1020	720		
